MovieID,Title,Year,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,dialogue_coverage_proxy,language_feature_version,num_lines,avg_line_length,median_line_length,num_tokens,num_unique_tokens,type_token_ratio,hapax_ratio,top_word_frequency_ratio,bigram_repetition_ratio,trigram_repetition_ratio,repeated_line_ratio,duplicate_line_count,most_common_line_frequency,repeated_short_phrase_ratio,question_line_ratio,exclamation_line_ratio,first_person_pronoun_ratio,second_person_pronoun_ratio,contraction_ratio,average_sentiment,sentiment_variance,positive_word_ratio,negative_word_ratio,anger_word_ratio,fear_word_ratio,joy_word_ratio,sadness_word_ratio,average_word_length,long_word_ratio,common_word_ratio,rare_word_ratio,simple_word_ratio,complex_word_ratio,flesch_reading_ease,average_sentence_length,subtitle_words_per_minute,num_lines_per_minute,unique_subtitle_words_per_minute,Genre9,Genre10,MovieLens32MAvailable,FranchiseID,FranchiseName,FranchiseInstallment,FranchiseLength,imdb_tconst,imdb_Title,imdb_averageRating,imdb_numVotes,imdb_originalTitle,imdb_isAdult,imdb_runtimeMinutes,imdb_low_votes
12,Dracula: Dead and Loving It,1995.0,Comedy,Horror,,,,,,,16.011111111111113,2,1441,4.022206800832755,4.0,5796,1225,0.2113526570048309,0.563265306122449,0.0405452035886818,0.3689387402933563,0.0926820849154297,0.1623872310895211,164,19,0.2308223315212701,0.128383067314365,0.1401804302567661,0.0693581780538302,0.047791580400276,0.0476190476190476,-0.0027605244996549,0.0579633939972404,0.0276052449965493,0.0303657694962042,0.0013802622498274,0.0027605244996549,0.0025879917184265,0.0082815734989648,4.049516908212561,0.1287094547964113,0.4760179434092477,0.5239820565907523,0.7632850241545893,0.0648723257418909,90.14222481531849,4.899408284023669,64.4,16.011111111111113,13.61111111111111,,,True,,,,,tt0112896,Dracula: Dead and Loving It,5.9,48816.0,Dracula: Dead and Loving It,False,90.0,False
13,Balto,1995.0,Adventure,Animation,Children,,,,,,14.91025641025641,2,1163,3.895098882201203,4.0,4530,1021,0.2253863134657836,0.5259549461312438,0.0364238410596026,0.3024950320158975,0.0790636042402826,0.1625107480653482,144,18,0.1907916528651871,0.1203783319002579,0.2708512467755804,0.0386313465783664,0.0353200883002207,0.066887417218543,-0.0024282560706401,0.0443649644996077,0.020971302428256,0.0233995584988962,0.0006622516556291,0.0033112582781456,0.0050772626931567,0.0068432671081677,3.9183222958057393,0.079690949227373,0.4216335540838852,0.5783664459161147,0.8101545253863135,0.0350993377483443,98.57882562794327,3.895098882201203,58.07692307692308,14.91025641025641,13.08974358974359,,,True,72.0,Balto,1.0,3.0,tt0112453,Balto,7.1,51795.0,Balto,False,78.0,False
14,Nixon,1995.0,Drama,,,,,,,,12.21875,2,2346,4.728900255754476,5.0,11094,2009,0.1810888768703804,0.5559980089596814,0.0400216333153055,0.417019742179753,0.1108005769924269,0.0720375106564364,110,20,0.2639170610773045,0.0959079283887468,0.0332480818414322,0.025689561925365,0.0315485848206237,0.0013520822065981,-0.0045970795024337,0.0341414772800951,0.0147827654588065,0.0193798449612403,0.0030647196682891,0.0025238867856499,0.0056787452677122,0.0024337479718766,3.919325761672976,0.1272760050477735,0.434559221200649,0.565440778799351,0.7652785289345592,0.076167297638363,87.79776846442863,6.122516556291391,57.78125,12.21875,10.463541666666666,,,True,,,,,tt0113987,Nixon,7.0,34599.0,Nixon,False,192.0,False
15,Cutthroat Island,1995.0,Action,Adventure,Romance,,,,,,8.185483870967742,2,1015,6.010837438423645,6.0,6101,1354,0.2219308310113096,0.5568685376661743,0.0393378134732011,0.3108196721311475,0.0552549598294802,0.051231527093596,31,4,0.1830477908025247,0.1536945812807881,0.2157635467980295,0.0613014259957384,0.0513030650712997,0.0631044091132601,-0.0026225208982134,0.0360527847345727,0.0167185707261104,0.0193410916243238,0.0031142435666284,0.0032781511227667,0.0039337813473201,0.00295033601049,3.967710211440747,0.1022783150303228,0.469922963448615,0.530077036551385,0.7985576135059826,0.0408129814784461,96.5566213359832,4.382902298850575,49.20161290322581,8.185483870967742,10.919354838709678,,,True,,,,,tt0112760,Cutthroat Island,5.7,33036.0,Cutthroat Island,False,124.0,False
16,Casino,1995.0,Crime,Drama,,,,,,,30.528089887640448,2,5434,4.866212734633788,5.0,26443,2592,0.0980221608743334,0.4934413580246913,0.0436032220247324,0.5811965811965812,0.2062327446011875,0.0807876334192123,294,34,0.3937182081198117,0.117776959882223,0.0430622009569378,0.0452671784593276,0.0497674242710736,0.0,-0.0020043111598532,0.0320271441027314,0.0150134251030518,0.0170177362629051,0.0013614189010324,0.001437053284423,0.0028362893771508,0.0020799455432439,3.67140642135915,0.0839163483719699,0.4842113224671935,0.5157886775328064,0.8066028816700072,0.0448511893506788,94.60105318674998,6.381032818532819,148.5561797752809,30.528089887640448,14.561797752808989,,,True,,,,,tt0112641,Casino,8.2,617815.0,Casino,False,178.0,False
17,Sense and Sensibility,1995.0,Drama,Romance,Romance,,,,,,13.367647058823527,2,1818,5.04015401540154,5.0,9163,1730,0.1888027938448106,0.5682080924855492,0.0352504638218923,0.3810303427199301,0.0874358694465669,0.0627062706270627,69,6,0.2342411177208972,0.1221122112211221,0.0368536853685368,0.0678816981337989,0.0453999781730874,0.0266288333515224,-0.014514896867838,0.0487907365182339,0.0172432609407399,0.0317581578085779,0.0002182691258321,0.0016370184437411,0.0052384590199716,0.0092764378478664,4.077703808796246,0.1470042562479537,0.4851031321619557,0.5148968678380443,0.7478991596638656,0.072247080650442,88.01539535231151,5.460667461263409,67.375,13.367647058823529,12.720588235294118,,,True,,,,,tt0114388,Sense and Sensibility,7.7,137150.0,Sense and Sensibility,False,136.0,False
18,Four Rooms,1995.0,Comedy,Drama,Thriller,,,,,,22.29591836734694,2,2185,4.14187643020595,4.0,9050,1570,0.1734806629834254,0.4923566878980892,0.0387845303867403,0.4133053376063653,0.1258841732979664,0.0965675057208238,138,9,0.2696026965795435,0.11441647597254,0.0910755148741418,0.0544751381215469,0.047292817679558,0.0699447513812154,-0.0006629834254143,0.0402205549281157,0.0197790055248618,0.0204419889502762,0.0012154696132596,0.0012154696132596,0.0051933701657458,0.0038674033149171,3.908508287292818,0.1,0.4555801104972375,0.5444198895027624,0.7975690607734807,0.0433149171270718,94.71338639962056,5.471584038694075,92.34693877551021,22.29591836734694,16.020408163265305,,,True,,,,,tt0113101,Four Rooms,6.7,116810.0,Four Rooms,False,98.0,False
19,Ace Ventura: When Nature Calls,1995.0,Comedy,,,,,,,,11.555555555555555,2,1040,4.1759615384615385,4.0,4343,1215,0.2797605341929541,0.6164609053497943,0.0455906055721851,0.300322432058959,0.077631882054826,0.1,59,5,0.1889899804215133,0.1067307692307692,0.1865384615384615,0.0550310845037992,0.0453603499884872,0.0483536725765599,-0.002302555836979,0.0405196809674488,0.019111213446926,0.0214137692839051,0.0020723002532811,0.0032235781717706,0.0041446005065622,0.0034538337554685,4.083352521298641,0.128022104536035,0.456366566889247,0.543633433110753,0.763297259958554,0.0840432880497352,89.96681996125228,3.867319679430098,48.25555555555555,11.555555555555555,13.5,,,True,20.0,Ace Ventura,2.0,3.0,tt0112281,Ace Ventura: When Nature Calls,6.4,248856.0,Ace Ventura: When Nature Calls,False,90.0,False
20,Money Train,1995.0,Action,Comedy,Crime,Drama,Thriller,,,,11.2,2,1232,4.508116883116883,5.0,5554,1108,0.1994958588404753,0.5333935018050542,0.0496939142960028,0.3639474158112732,0.0922190201729106,0.0754870129870129,51,4,0.2280954524988744,0.1534090909090909,0.0811688311688311,0.0649981994958588,0.0622974432841195,0.08318329132157,-0.003601008282319,0.0392380230166283,0.0178249909974792,0.0214259992797983,0.003601008282319,0.0023406553835073,0.0055815628375945,0.003420957868203,3.8365142239827152,0.0873244508462369,0.4823550594166366,0.5176449405833633,0.8327331652862802,0.0352898811667266,99.95541029991584,4.421974522292993,50.49090909090909,11.2,10.072727272727272,,,True,,,,,tt0113845,Money Train,5.7,45322.0,Money Train,False,110.0,False
21,Get Shorty,1995.0,Comedy,Crime,Thriller,,,,,,19.485714285714284,2,2046,4.99169110459433,5.0,10213,1663,0.1628316851072163,0.5075165363800361,0.0481738960148829,0.4306698002350176,0.0965625306042503,0.0552297165200391,69,9,0.2636243451011115,0.189149560117302,0.0606060606060606,0.0571820229119749,0.0563007931068246,0.0722608440223245,-0.0028395182610398,0.0310308091618946,0.0140996768824047,0.0169391951434446,0.0012728874963282,0.0025457749926564,0.0023499461470674,0.0027416038382453,3.8192499755213944,0.0904729266620973,0.49201997454225,0.5079800254577499,0.7976108880838148,0.0408303143052971,95.48494960166111,5.429558745348219,97.26666666666667,19.485714285714284,15.838095238095239,,,True,,,,,tt0113161,Get Shorty,6.9,97119.0,Get Shorty,False,105.0,False
22,Copycat,1995.0,Crime,Drama,Horror,Mystery,Thriller,,,,15.195121951219512,2,1869,4.33868378812199,4.0,8109,1720,0.2121100012331976,0.5523255813953488,0.0388457269700332,0.3580414405525407,0.0843715307758727,0.0700909577314071,76,5,0.2212149244526672,0.1771000535045478,0.0246120920278223,0.0501911456406461,0.0473547909729929,0.0623998026883709,0.0002466395363176,0.0362559510076368,0.0182513256875077,0.01800468615119,0.0016031569860648,0.003699593044765,0.0030829942039708,0.003699593044765,4.014181773338266,0.1138241460106055,0.4766309039339006,0.5233690960660994,0.7759279812553952,0.0611666050067825,91.65962600551993,5.125790139064476,65.92682926829268,15.195121951219512,13.983739837398375,,,True,,,,,tt0112722,Copycat,6.6,85403.0,Copycat,False,123.0,False
23,Assassins,1995.0,Action,Crime,Thriller,,,,,,8.887218045112782,2,1182,4.342639593908629,4.0,5133,1072,0.2088447301772842,0.5457089552238806,0.0545489966880966,0.426344505066251,0.1233677645683102,0.1319796954314721,89,5,0.2748708954496736,0.1582064297800338,0.0829103214890017,0.0767582310539645,0.0629261640366257,0.0,-0.0056497175141242,0.037178289147105,0.015780245470485,0.0214299629846093,0.0023378141437755,0.0044808104422365,0.0023378141437755,0.0040911747516072,3.653808688875901,0.0925384765244496,0.4776933567114748,0.5223066432885253,0.8334307422559907,0.0453925579583089,99.4958918050748,3.972910216718266,38.59398496240601,8.887218045112782,8.06015037593985,,,True,,,,,tt0112401,Assassins,6.3,92320.0,Assassins,False,133.0,False
24,Powder,1995.0,Drama,Sci-Fi,,,,,,,13.873873873873874,2,1540,4.375324675324675,4.0,6738,1218,0.1807658058771148,0.5229885057471264,0.0492727812407242,0.4059670476473208,0.1019893111638955,0.0818181818181818,82,8,0.253989460402286,0.1428571428571428,0.0883116883116883,0.0506084891659246,0.0592163846838824,0.0706441080439299,-0.0094983674680914,0.0367159549542953,0.0136539032353814,0.0231522707034728,0.004007123775601,0.0047491837340457,0.0010388839418224,0.0048975957257346,3.865983971504898,0.0862273671712674,0.5090531314930247,0.4909468685069754,0.8268032056990204,0.0507569011576135,95.86870127065548,5.763900769888794,60.7027027027027,13.873873873873874,10.972972972972974,,,True,,,,,tt0114168,Powder,6.6,34889.0,Powder,False,111.0,False
25,Leaving Las Vegas,1995.0,Drama,Romance,,,,,,,5.297297297297297,2,588,4.2023809523809526,4.0,2471,620,0.2509105625252934,0.5596774193548387,0.0590853905301497,0.3283400809716599,0.0724989874443094,0.0816326530612244,29,7,0.2004454342984409,0.1343537414965986,0.0510204081632653,0.0793201133144475,0.0683933630109267,0.0708215297450425,0.0008093889113719,0.0315655124330948,0.0161877782274382,0.0153783893160663,0.0020234722784297,0.0,0.0056657223796034,0.0056657223796034,3.6908134358559286,0.0716309186564144,0.5426952650748684,0.4573047349251315,0.8312424119789559,0.0356131121003642,99.3339884160325,5.022357723577236,22.26126126126126,5.297297297297297,5.585585585585585,,,True,,,,,tt0113627,Leaving Las Vegas,7.5,144938.0,Leaving Las Vegas,False,111.0,False
26,Othello,1995.0,Drama,,,,,,,,18.48780487804878,2,2274,4.546613896218118,4.0,10339,1926,0.1862849405164909,0.5919003115264797,0.0371409227197988,0.3510350164441865,0.067040727483796,0.0540897097625329,72,5,0.2090447400241838,0.1072999120492524,0.0980650835532102,0.0773769223329142,0.0301769997098365,0.0147983363961698,-0.0128639133378469,0.0461639519804687,0.0167327594544926,0.0295966727923396,0.0029983557404004,0.0042557307283102,0.0066737595512138,0.0035786826578972,3.932198471805784,0.1098752297127381,0.4908598510494245,0.5091401489505755,0.7964986942644356,0.0540671244801238,94.73759493252774,4.784359093012494,84.0569105691057,18.48780487804878,15.658536585365853,,,True,,,,,tt0114057,Othello,6.8,10645.0,Othello,False,123.0,False
27,Now and Then,1995.0,Children,Drama,,,,,,,13.96078431372549,2,1424,4.881320224719101,5.0,6951,1376,0.1979571284707236,0.5261627906976745,0.0352467270896273,0.3625899280575539,0.0933947330551158,0.1067415730337078,103,11,0.2280020145334196,0.1509831460674157,0.136938202247191,0.0566824917278089,0.0447417637749964,0.0565386275356063,0.0002877283844051,0.0448855451795757,0.022586678175802,0.0222989497913969,0.0027334196518486,0.0047475183426845,0.0066177528413177,0.0053229751114947,3.9506545820745216,0.1109192921881743,0.4753272910372608,0.5246727089627392,0.7912530571140843,0.0555315781901884,87.11789425767154,11.527363184079602,68.1470588235294,13.96078431372549,13.490196078431373,,,True,,,,,tt0114011,Now and Then,6.8,34857.0,Now and Then,False,102.0,False
28,Persuasion,1995.0,Drama,Romance,,,,,,,,2,2256,4.620124113475177,5.0,10423,1784,0.1711599347596661,0.5459641255605381,0.0353065336275544,0.3925350220687008,0.0804145475482199,0.0664893617021276,103,10,0.2364822722256872,0.0997340425531914,0.0722517730496453,0.0618823755156864,0.0378969586491413,0.0239854168665451,-0.0020147750167897,0.0484464827520529,0.0232178835268156,0.0252326585436054,0.0003837666698647,0.0010553583421279,0.0054686750455722,0.0030701333589177,4.026959608557997,0.1425693178547443,0.487767437398062,0.5122325626019381,0.75131919792766,0.0703252422527103,87.69945573294589,6.084646818447169,,,,,,True,,,,,,,,,,,,
29,The City of Lost Children (La Cite des enfants perdus),1995.0,Adventure,Drama,Fantasy,Mystery,Sci-Fi,,,,6.223214285714286,2,697,4.076040172166428,4.0,2841,859,0.3023583245336149,0.5715948777648429,0.0552622316085885,0.2447183098591549,0.0570623458964424,0.0444763271162123,17,3,0.1509068497974995,0.1434720229555236,0.0659971305595408,0.0429426258359732,0.0397747272087293,0.0587821189721928,-0.0042238648363252,0.0387009199654924,0.0172474480816613,0.0214713129179866,0.0031678986272439,0.0031678986272439,0.0045758535726856,0.0049278423090461,4.099260823653643,0.1239000351988736,0.4822245688137979,0.5177754311862021,0.7810630059838085,0.0552622316085885,93.13986633736812,4.695867768595042,25.366071428571427,6.223214285714286,7.669642857142857,,,True,,,,,tt0112682,The City of Lost Children,7.4,74835.0,La cite des enfants perdus,False,112.0,False
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995.0,Crime,Drama,,,,,,,11.657407407407408,2,1259,3.997617156473392,4.0,5033,1001,0.1988873435326842,0.4955044955044955,0.0458970792767733,0.4036168521462639,0.1544424567680381,0.181890389197776,142,12,0.2790420351783762,0.1350277998411437,0.1215250198570293,0.0484800317901847,0.0578183985694416,0.0647725014901649,-0.0039737730975561,0.032966525837085,0.0145042718060798,0.018478044903636,0.0035763957878005,0.0023842638585336,0.0033777071329227,0.0107291873634015,3.8607192529306578,0.0909994039340353,0.4802304788396582,0.5197695211603417,0.8201867673355852,0.0367574011523942,98.2083569639152,5.156762295081967,46.601851851851855,11.657407407407407,9.268518518518519,,,True,,,,,tt0115012,Shanghai Triad,7.1,6417.0,"Yao a yao, yao dao wai po qiao",False,108.0,False
31,Dangerous Minds,1995.0,Drama,,,,,,,,25.161616161616163,2,2491,4.358089120835006,4.0,10856,1564,0.1440677966101695,0.4820971867007673,0.0460574797347089,0.4876093965914325,0.1891468583010871,0.1850662384584504,335,28,0.3383850016122345,0.1384985949417904,0.0582095543958249,0.0517686072218128,0.0548084008843036,0.0710206337509211,-0.0075534266764922,0.040105068074109,0.0163043478260869,0.0238577745025792,0.0035003684598378,0.0048820928518791,0.0016580692704495,0.0064480471628592,3.866985998526161,0.0940493736182756,0.485445836403832,0.514554163596168,0.8138356669123066,0.0472549742078113,94.81054828658532,6.435091879075282,109.65656565656566,25.161616161616163,15.797979797979798,,,True,,,,,tt0112792,Dangerous Minds,6.5,61194.0,Dangerous Minds,False,99.0,False
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995.0,Mystery,Sci-Fi,Thriller,,,,,,23.496124031007753,2,3031,3.990762124711317,4.0,12096,2180,0.1802248677248677,0.5591743119266055,0.0411706349206349,0.4254650682100041,0.1302298660492806,0.0976575387660838,190,12,0.2778535698044566,0.1303200263939294,0.0,0.0532407407407407,0.0484457671957671,0.0669642857142857,-0.0118220899470899,0.0320196297236744,0.0101686507936507,0.0219907407407407,0.0010747354497354,0.001818783068783,0.0023974867724867,0.0031415343915343,4.104166666666667,0.1312003968253968,0.4672619047619047,0.5327380952380952,0.7604993386243386,0.0772156084656084,88.7983561904762,4.608,,,,,,True,,,,,,,,,,,,
33,Wings of Courage,1995.0,Adventure,Romance,IMAX,,,,,,9.2,2,368,4.429347826086956,4.5,1630,536,0.3288343558282208,0.585820895522388,0.0521472392638036,0.2903621853898097,0.0982800982800982,0.0896739130434782,22,6,0.1943506294135707,0.0815217391304347,0.1304347826086956,0.0441717791411042,0.0263803680981595,0.0883435582822085,-0.0159509202453987,0.0500523166095825,0.0171779141104294,0.0331288343558282,0.001840490797546,0.0042944785276073,0.0049079754601227,0.003680981595092,4.021472392638037,0.1312883435582822,0.4429447852760736,0.5570552147239264,0.7638036809815951,0.0668711656441717,90.07885961177452,5.141955835962145,40.75,9.2,13.4,,,True,,,,,tt0114952,Wings of Courage,6.3,830.0,Wings of Courage,False,40.0,False
