UserID,MovieID,Tag,Date
146,1311,imdb bottom 100,2007-11-21 03:49:44
146,1339,based on a book,2008-04-05 11:51:54
146,1345,based on a book,2007-10-28 04:55:26
146,1356,space,2007-10-17 11:25:48
146,1358,directorial debut,2008-04-03 02:47:47
146,1358,small town,2008-04-07 11:09:15
146,1370,terrorism,2007-11-25 05:43:31
146,1372,far future,2007-12-24 01:16:59
146,1372,space,2007-10-17 11:25:19
146,1374,far future,2007-12-24 01:14:08
146,1375,far future,2007-12-24 01:14:53
146,1380,directorial debut,2008-04-03 03:57:10
146,1380,rock and roll,2007-11-23 01:01:11
146,1392,directorial debut,2008-04-03 05:14:35
146,1394,Arizona,2008-08-26 03:42:13
146,1396,hackers,2007-12-24 04:34:52
146,1401,racism,2007-11-22 13:46:51
146,1405,directorial debut,2008-04-03 02:56:16
146,1411,based on a play,2008-03-29 09:21:02
146,1412,directorial debut,2008-04-03 09:14:27
146,1419,Australia,2008-06-16 09:02:40
146,1454,based on a play,2008-05-12 17:31:26
146,1461,Las Vegas,2008-05-13 04:22:52
146,1483,based on a book,2008-05-22 02:14:43
146,1484,directorial debut,2008-04-03 08:27:04
146,1487,biography,2007-11-22 11:35:12
146,1487,music business,2007-11-23 01:05:01
146,1487,true story,2007-08-10 03:07:10
146,1517,watch the credits,2008-03-14 02:09:35
146,1527,parody,2007-11-24 04:36:52
146,1572,based on a book,2008-10-06 04:40:39
146,1584,astronomy,2008-04-11 06:29:01
146,1584,based on a book,2006-10-31 02:37:01
146,1584,inspirational,2008-02-25 08:22:42
146,1584,science,2008-04-11 06:28:54
146,1584,space,2007-11-15 18:06:27
146,1610,based on a book,2007-12-15 11:16:04
146,1616,directorial debut,2008-04-03 05:17:15
146,1620,based on a book,2007-12-16 06:00:03
146,1653,biology,2008-04-19 02:18:07
146,1653,directorial debut,2008-04-19 02:19:56
146,1655,based on a book,2008-10-11 04:59:40
146,1655,Dean Koontz,2008-10-11 04:59:40
146,1672,based on a book,2006-10-31 03:11:25
146,1673,movie business,2007-11-26 11:11:36
146,1673,pornography,2007-12-15 13:24:19
146,1676,based on a book,2006-10-31 03:07:46
146,1676,military,2008-05-20 10:39:20
146,1676,Robert Heinlein,2006-10-31 03:07:42
146,1678,based on a book,2008-06-23 03:58:16
146,1679,imdb bottom 100,2007-11-21 03:51:39
146,1681,martial arts,2007-11-20 11:13:45
146,1704,college,2007-11-22 11:43:50
146,1704,school drama,2007-11-22 11:41:30
146,1713,directorial debut,2008-04-05 11:59:37
146,1719,based on a book,2008-08-13 09:38:10
146,1719,small town,2008-08-13 09:38:10
146,1721,ocean,2008-02-20 22:44:26
146,1722,franchise,2007-12-01 14:04:36
146,1726,based on a book,2008-08-30 05:23:54
146,1735,based on a book,2008-04-08 14:50:59
146,1739,imdb bottom 100,2007-11-21 03:52:32
146,1748,nocturnal,2007-11-22 12:31:55
146,1754,religion,2007-11-20 10:29:41
146,1769,directorial debut,2008-04-03 08:48:59
146,1770,based on a book,2007-09-25 10:24:21
146,1770,jazz,2007-09-25 10:03:11
146,1770,Nudity (Full Frontal - Brief),2007-09-25 10:03:11
146,1770,Nudity (Topless),2008-03-29 08:35:29
146,1772,sequel,2008-03-25 03:47:36
146,1779,based on a book,2006-10-31 03:15:37
146,1797,mountain climbing,2008-03-12 05:31:03
146,1797,mountains,2008-03-12 05:30:54
146,1804,trains,2008-04-11 08:34:59
146,1831,space,2007-10-17 11:16:51
146,1876,science,2008-08-09 02:54:17
146,1876,space,2007-08-20 10:22:48
146,1884,based on a book,2008-03-23 04:25:13
146,1892,based on a play,2008-04-30 08:37:01
146,1909,Antarctica,2007-10-28 04:37:37
146,1909,FBI,2007-12-16 11:26:50
146,1914,directorial debut,2008-04-03 02:47:08
146,1916,directorial debut,2008-04-03 09:47:12
146,1917,big budget,2007-12-01 13:50:50
146,1917,unrealistic,2007-11-22 11:59:46
146,1918,big budget,2007-12-01 13:49:54
146,1921,directorial debut,2008-04-03 02:34:41
146,1921,mental illness,2007-11-23 03:29:44
146,1927,based on a book,2008-11-27 22:09:58
146,1930,based on a play,2008-11-15 10:28:19
146,1930,Noel Coward,2008-11-15 10:28:25
146,1941,based on a play,2008-03-31 00:55:46
146,1941,Shakespeare,2008-03-31 00:55:46
146,1947,New York City,2007-12-15 10:51:25
146,1961,mental illness,2007-12-24 01:52:46
146,1997,based on a book,2008-09-27 02:12:53
146,2010,black and white,2008-04-21 08:47:05
146,2012,steampunk,2008-03-23 04:20:03
146,2013,ocean,2008-02-20 22:45:08
146,2013,shipwreck,2007-12-01 13:10:07
146,2014,Child as Adult,2008-03-12 06:36:53
146,2019,black and white,2008-02-28 12:58:38
146,2021,based on a book,2006-10-31 03:19:19
146,2021,Frank Herbert,2007-11-25 12:44:00
146,2022,based on a book,2008-03-23 05:07:21
146,2022,religion,2008-03-04 05:48:05
146,2047,based on a book,2008-03-24 00:02:48
146,2047,Upton Sinclair,2008-03-24 00:02:48
146,2048,directorial debut,2008-04-03 05:35:17
146,2064,directorial debut,2008-04-03 05:08:54
146,2067,based on a book,2007-12-15 09:17:25
146,2071,based on a book,2008-03-22 20:26:03
146,2081,mermaid,2008-03-03 17:08:12
146,2081,ocean,2007-12-15 11:10:38
146,2081,talking animals,2007-12-16 06:58:06
146,2083,based on a book,2007-12-16 06:54:26
146,2083,Charles Dickens,2008-04-08 16:09:51
146,2083,Christmas,2006-10-12 11:19:03
146,2083,franchise,2007-12-02 00:11:20
146,2083,talking animals,2007-12-16 06:54:29
146,2085,directorial debut,2008-04-03 02:32:46
146,2087,based on a book,2006-10-31 03:17:19
146,2087,J.M. Barrie,2008-02-27 12:47:06
146,2097,based on a book,2007-11-21 02:40:58
146,2097,Ray Bradbury,2007-09-16 05:21:18
146,2104,based on a book,2008-05-31 12:31:19
146,2104,S.E. Hinton,2008-05-31 12:31:19
146,2105,cyberpunk,2008-03-04 06:03:33
146,2105,video game,2007-12-01 13:02:52
146,2114,based on a book,2008-05-31 12:28:33
146,2116,based on a book,2006-10-31 02:26:08
146,2117,based on a book,2006-10-31 02:32:22
146,2117,subversive,2007-09-16 05:15:56
146,2118,based on a book,2006-10-31 02:47:03
146,2120,based on a book,2006-10-31 02:45:30
146,2124,directorial debut,2008-04-12 07:55:27
146,2132,based on a play,2008-04-08 13:58:49
146,2132,directorial debut,2008-04-08 13:58:49
146,2137,E.B. White,2007-12-14 03:53:17
146,2138,directorial debut,2008-04-03 08:36:41
146,2138,talking animals,2007-12-02 00:27:37
146,2139,based on a book,2008-03-23 04:35:47
146,2139,directorial debut,2008-04-03 02:25:10
146,2139,talking animals,2007-12-02 00:26:18
146,2144,directorial debut,2008-04-03 05:07:18
146,2160,based on a book,2008-04-30 08:06:41
146,2161,based on a book,2008-02-28 11:46:40
146,2163,parody,2008-04-21 06:50:49
146,2174,claymation,2007-11-20 11:27:29
146,2186,black and white,2008-02-28 12:16:25
146,2191,based on a book,2007-12-15 10:41:11
146,2202,John Steinbeck,2007-12-15 08:49:37
146,2225,based on a play,2008-11-15 10:29:40
146,2225,Noel Coward,2008-11-15 10:29:40
146,2225,remade,2008-11-15 10:29:40
146,2229,based on a book,2008-04-11 04:05:21
146,2229,directorial debut,2008-04-02 10:01:01
146,2232,directorial debut,2008-04-03 08:50:28
146,2232,psychology,2008-08-02 09:15:00
146,2243,television,2008-04-05 11:37:00
146,2248,directorial debut,2008-04-17 05:29:12
146,2253,satire,2007-03-02 05:07:43
146,2262,directorial debut,2008-04-03 03:59:31
146,2291,surreal,2006-09-04 11:09:31
146,2294,talking animals,2007-12-16 06:38:35
146,2297,based on a book,2008-04-07 11:54:11
146,2297,surreal,2006-09-04 11:06:35
146,2300,directorial debut,2008-04-02 10:33:02
146,2311,Arthur C. Clarke,2006-10-31 02:58:21
146,2311,based on a book,2006-10-31 02:47:54
146,2311,sequel,2008-03-31 01:06:51
146,2312,deafness,2007-12-03 00:58:22
146,2321,1950s,2008-03-22 20:26:52
146,2321,1950s housewives,2008-03-22 20:17:26
146,2321,directorial debut,2008-04-03 02:41:41
146,2321,satire,2007-11-15 19:19:44
146,2321,surreal,2006-09-04 11:09:00
146,2323,directorial debut,2008-04-03 08:59:14
146,2325,Mormon,2007-12-02 00:45:30
146,2325,satire,2006-10-12 12:00:04
146,2329,brutal,2007-12-02 03:02:17
146,2329,directorial debut,2008-04-03 05:41:06
146,2344,trains,2007-11-02 00:00:17
146,2347,based on a book,2008-10-08 00:55:39
146,2347,New York City,2008-10-08 00:55:39
146,2355,talking animals,2007-12-16 06:38:14
146,2362,directorial debut,2008-04-02 10:02:20
146,2378,police,2007-11-22 12:09:32
146,2387,directorial debut,2008-04-15 04:59:47
146,2393,far future,2007-12-24 01:18:49
146,2393,space,2007-10-17 11:26:31
146,2394,based on a book,2008-03-04 05:55:58
146,2394,Christianity,2008-03-04 05:55:58
146,2394,religion,2008-03-04 05:55:58
146,2395,deadpan,2007-12-14 03:47:21
146,2423,Christmas,2007-10-28 04:44:44
146,2425,ireland,2007-12-10 20:01:28
146,2427,based on a book,2008-09-07 01:20:23
146,2427,ensemble cast,2007-11-23 13:04:57
146,2427,remake,2008-09-07 01:20:23
146,2427,World War II,2008-05-09 06:56:37
146,2467,based on a book,2007-12-03 01:46:18
146,2468,directorial debut,2008-04-03 03:32:54
146,2488,serial killer,2006-05-27 11:10:04
146,2494,Oscar (Best Documentary Feature),2008-03-12 05:38:40
146,2502,satire,2006-10-12 11:42:26
146,2517,based on a book,2008-05-01 21:59:47
146,2528,utopia,2007-11-15 19:23:26
146,2529,based on a book,2008-05-23 04:19:32
146,2529,far future,2007-12-24 00:59:22
146,2542,directorial debut,2008-04-03 06:00:14
146,2551,based on a book,2008-04-05 07:33:45
146,2553,black and white,2008-02-28 12:52:35
146,2555,imdb bottom 100,2007-11-21 03:56:15
146,2557,directorial debut,2008-04-03 09:45:01
146,2560,cannibalism,2008-03-21 04:09:50
146,2570,adultery,2007-12-31 23:47:07
146,2571,artificial intelligence,2007-11-20 12:01:42
146,2571,hackers,2007-12-24 04:34:18
146,2571,heroine in tight suit,2007-12-12 09:32:47
146,2571,post apocalyptic,2007-12-12 09:35:22
146,2579,directorial debut,2008-04-02 09:27:24
146,2590,road trip,2008-09-12 04:57:59
146,2599,black comedy,2008-03-03 18:01:57
146,2599,high school,2008-03-03 18:01:40
146,2617,archaeology,2008-05-24 06:02:35
146,2622,based on a play,2008-03-29 09:17:04
146,2628,far future,2007-12-24 01:04:19
146,2640,big budget,2007-12-01 13:51:49
146,2648,based on a book,2008-04-05 07:14:14
146,2655,imdb bottom 100,2007-11-21 04:10:32
146,2661,Ray Bradbury,2008-03-29 08:57:58
146,2662,based on a book,2007-12-02 02:28:41
146,2662,black and white,2008-02-28 12:46:33
146,2662,H.G. Wells,2007-12-02 02:18:28
146,2677,Cuba,2007-12-02 01:15:52
146,2681,Star Trek,2007-12-02 02:14:26
146,2683,James Bond,2008-03-13 03:29:30
146,2690,based on a play,2008-04-20 02:38:59
146,2700,satire,2006-11-14 05:53:39
146,2700,subversive,2007-09-16 04:56:00
146,2701,big budget,2007-12-01 13:29:04
146,2702,serial killer,2006-05-27 11:28:27
146,2709,franchise,2007-12-02 00:11:00
146,2709,talking animals,2007-12-16 06:54:44
146,2710,directorial debut,2008-08-13 10:04:32
146,2716,New York City,2007-12-15 11:04:25
146,2725,twins,2007-12-16 12:38:16
146,2726,black and white,2008-02-28 12:39:49
146,2731,directorial debut,2008-04-02 09:57:57
146,2745,Christianity,2007-12-16 12:13:12
146,2745,religion,2007-12-16 12:13:00
146,2745,slavery,2007-12-16 12:13:00
146,2750,nostalgic,2007-03-23 09:55:54
146,2761,based on a book,2008-04-15 04:23:03
146,2761,directorial debut,2008-04-15 04:24:01
146,2792,parody,2008-04-21 06:49:32
146,2795,road trip,2008-10-27 00:27:28
146,2804,based on a book,2007-12-25 06:50:40
146,2819,based on a book,2008-11-16 09:04:44
146,2820,based on a play,2008-03-31 00:56:21
146,2820,Shakespeare,2008-03-31 00:56:21
146,2821,based on a play,2008-02-27 12:54:58
146,2821,J.M. Barrie,2008-02-27 12:53:25
146,2824,boxing,2007-12-25 23:06:04
146,2826,big budget,2007-12-01 13:48:44
146,2848,based on a play,2008-03-29 09:28:43
146,2850,directorial debut,2008-04-02 10:11:49
146,2858,directorial debut,2008-04-03 05:40:10
146,2863,rock and roll,2008-03-12 06:10:12
146,2872,Holy Grail,2007-12-01 14:15:35
146,2872,medieval,2007-12-01 14:19:10
146,2887,imdb bottom 100,2007-11-21 03:55:05
146,2889,Alaska,2007-11-26 08:47:11
146,2898,based on a book,2008-07-09 10:03:06
146,2898,Stephen King,2008-07-09 10:03:06
146,2908,homophobia,2007-11-22 09:25:29
146,2908,lesbian,2008-04-19 02:04:06
146,2908,rape,2007-11-20 09:49:05
